,사업장명,지역(구)
3295,(주)타워호텔,중구
3296,경성헬스클럽,중구
3297,신당헬스클럽,중구
3298,웰리스,중구
3299,스포츠클리닉밸런스,광진구
3300,테크노휘트니스클럽,광진구
3301,월드스포츠센터,광진구
3302,서울헬스,광진구
3303,금호스포츠센터,노원구
3304,동양바디.짐,은평구
3305,비컴스 피트니스,양천구
3306,에어 스포렉스,영등포구
3307,영헬스,영등포구
3308,(주)동진카운티스포츠센터,영등포구
3309,금성헬스,서초구
3310,트리짐,서초구
